text,keyword,language
"modi govt built 153 crore houses under awas yojana from 201418 this multiple times more than earlier govt
via namo app",election,English
correction you are happy with modi not and lot people the are actually happy with trump well,election,English
depends your earning less than neerav modi yes you can and greater you may skip and settle only poor will tortured for not paying taxes while rich can easily skip paying some bribe absconding,election,English
"translation mere loveday lagne bach gayphewwwnow will writen article
how modi habbit scaring people",election,English
when feel better when are accompanied lion modi when find yourself surrounded coward crowd gathbandhan who scared chaukidar,election,English
aapki hesab modi nai garibe meta 2014 india 4th powerful country but today number 13th india 3rd number gdp the world today number bohot hai xyz genaounga tho demag kharab jayega,election,English
dont consider chutiya like rahul gandhi right choice for the but modi doesnt deserve getting elected again either zyada baar elect kia toh dimaag kharab jaate hain logo rotation chalta rehna chahiye,election,English
trolls have field day modi biopic trailer rages,election,English
already pappe lost election against modi,election,English
dear kid ask mom give cup horlicks more you’ too weak anyways forget about that the govt which you’ defending has spent 11k for providing broadband connectivity 5010 village panchayats means 22cr per connectionscam scam scam,election,English
and this time the target — literally the “khalayi makhlooq”  narendra modi takes poll battle space,election,English
you see modi supporter cant fall the level rahul supporter bbye,election,English
dear modi promised from black money from which money raga promised seems from scam money,election,English
corruption free india dream every citizen corruption the glue which binds congress other corrupts narendra modi via namo app,election,English
what you after 2019 under modi,election,English
rahul loves those who had motor mouth for modi she peddling congi tweets,election,English
argue with will anbumani already laid foundation stone upa2 period for same spot this modi just redoing and they have not even allocated rupee till now,election,English
lok sabha election 2019 live updates bjp will not cross 160 seats across india says kamal nath the indian express,election,English
after may 2019 new india without modi,election,English
politician you are going make black money white money how thoughtful how much old money kept secretly which you want remonitise and give called poor other politicians people india please choose wisely otherwise our,election,English
this happening since 1947 but unfortunately piddis matured after 2014 your all response shows your andh modi virodh not rational arguments its better not make fun your self such tweets good dude,election,English
modi addresses public meeting koraput odisha via namo app,election,English
modi wave nomination manju filed hasan birth place kumaraswamy,election,English
they can insult anyone time modi governments action towards pakistan terrorists jem there the chief rahul gandhi called terrorists with and senior cong leader former madhya pradesh chief minister want the proof from this also well educated fool and stupid,election,English
modi say thankyounehru,election,English
just change modi rahul gandhi sonia gandhi the speech you get congressi leaders speech,election,English
this face doesn’ haunt you condemn the abduction girls but they’ alive and wel also recorded message still our personally ordered action unlike modi who treats muslims just vote bank,election,English
has done very well not engaging with modi national security front its driving modi nuts and now pivot would impossible without losing face like nepolean said never interrupt enemy when making mistakes,election,English
opposition has hours make their move modi fireworks start 28th ☺️,election,English
the day all patriotic hindutva followers definitely love this picture opposed argued fought but never allowed lead anti social elements because are born bought the slogan nation first,election,English
just super impressed this guys work not modi who your choice,election,English
"indian media thoroughly controlled modijaitley wouldnt publicize congress scheme
congress need find out effective alternate means take this scheme masses",election,English
dramas will continue till election suddenly indian defence being able shoot down satellite which seems like anger because the satellite imagery exposed drama socalled strikes the same indian defence failed 27th feb 2019,election,English
"wait see modiji wil use satellite kil azhar masood other terrorist their den pakistan did feb१९
modi wil kil terrorist damage those enemy nation",election,English
great india good policy other countries support bjp only for atal jee present narendra modi great india and good work for all people india support bjp for next,election,English
pappu your upa government didnt even gave approval but modi government gave all the support drdo how shameless you are you are true antinationalist kudos drdo and government tight slap upa and mahathakbandhan,election,English
pls let know how much are you charging for these flattery tweets about modi,election,English
lol  did ever have the defence portfolio like modi ‍♂️,election,English
boss dont waste time raghuram rajan was clear supports congress lackey and maino family which modi eased him out 2016 will all probablity future upa guvt get padmaratna awards thats,election,English
people you should addressing uneducated poor who are the majority india they dont need explanations give them big promises like modi really want young for india dont target the educated minority best luck,election,English
just implementing modi policy you think has guts against what modi wants,election,English
none them may modi,election,English
why are ashamed say bjp trolls only followers modi this shit,election,English
this utter fatuousness this serious the secrets security stolen haked sold betrayers this how disclosing capabilities which kept secret due various reasons strategic diplomacy modi has cautioned countries ringing alarm bell,election,English
dear ktr sir its been months since won but there cabinet yet word prc and extending retirement age govt employees promised manifesto better talk about these before criticising modi,election,English
one month since pulwama attack have the guts ask how intel failed don’ paint modi stories,election,English
10800rsonly,election,English
the percentage illiteracy india alarming every person among illiterate modi did not made new schools colleges universities years results mein bhi chokidar firki raha hai,election,English
modi and are the two factors the bangalore south seat tejasvi surya reports from bengaluru for theprint,election,English
yahan bhi khush nahi dont think people belong india this proud moment for indian scientiists india not modi aur any one else yahan khush hona seekh,election,English
tiring but again this one man was voted majority read people india what you label vanity disguise say that you pontificating gravy train has been stopped modi now nurse yourself,election,English
but has modi ever given credit indira gandhi has ever praised her for any good thing even when went bangla praised atal and brought memento for him,election,English
modi will become the next our nation and its time for the opposition,election,English
bjp the best party present modi the best leader body fight,election,English
nirav modi denied bail again over pnb fraud case now faces possibility extradition india,election,English
indian opposition leader mamata banerjee lashes out modi,election,English
yet see news channel other than who make even fart anti modis becomes national news,election,English
modi has announced very big news send clear message pakistan that they can hit next time space inc opposition will ask for saboot,election,English
dont believe chowkidar now bringing labrador more modi chowkidar chor,election,English
yes not all indians are suffering from stokholm disease like you the woke people and youths this country who are well wishers this country will always support modi for protecting india from terror corrupt political dynasts traitors and communal violences,election,English
the same way your party did pre 2014 you mean your expert comments this subject are thru experience ache din black money ₹ lakh khane dunga khaoonga corruption rampant now and yeddy diaries prove khaoonga chowkidaar allowing modi choksi mallya run,election,English
interesting was bjp govt vajpayee and got nuclear power was bjp govt modi and got defense space,election,English
its well known modi his policies for yrs been disaster for indias economy rupee jobless its secret,election,English
thought amethi was safest seat congress both modi and rahul made civilization point varanasi sacred for hindus and christoislamic dominant wayanad for rahul,election,English
want modibjp,election,English
karma will play its role lord ram watching winner  the end will our prime minister narendra modi,election,English
whatever may but mrmodi’ last months journey did removed strap off eyes now stop watching films ads shows,election,English
pmols polls will see modi’ wave again 2019 says ram madhav – assam news,election,English
national highway construction before 1980 33yrs 29023 kms 1980 1998 18yrs 10279 kms vajpayee 6yrs 23814 kms upa1 upa2 yrs 28702 kms modi govt 4yrs10month 37531 kms whos fast whos better,election,English
chowkidaar happy when modi gives lakh jhumla but sad when good and healthy welfare scheme for the poor and needy announced shri,election,English
correct congratulations modi,election,English
this sudden hurry defend vadra priyanka enough photosops modi you were gleefully accepting journos cannot neutral then business journalism,election,English
authorities the arthur road prison mumbai have kept high security cell ready for extradited from connection with loan default cases against him india,election,English
kuch bhi challenge priyanka will never fight against modi,election,English
mine also narendra modi bcz self made leader,election,English
matter time tget say pple gave birth during modis tenure hence modi again,election,English
700 billion dollar big amount even for united states much compare modi with trump modi not nearly successful leader,election,English
modi’ chief strategist amit shah chief campaigner yogi adityanath chief economist anil bokil chief banker gurumurthy bunch cas our response international economists questions the economy,election,English
why don’ you change your designation “ columnist modi bashing and related affairs” because this neither strategic nor diplomatic,election,English
military both side are still high alert thanks the stupidity modi,election,English
the beauty modi lies his decision carry the things right way our scientists toil hard make fruitful,election,English
little girl can feel ugly cruel full revenge and hatred minds modi shah bjp and rss modi criminal who killed many people and still out destroy lives with his arrogance,election,English
prime minister will twoday visit telangana kick start his campaign for the upcoming lok sabha elections the state read more,election,English
how pakistan will knock indias when they dont have their own and why china needs knock out when knows its own will down retaliation this the reason why modi should win keep away such intellectual gems where they belong the smoking room,election,English
hindusikhjains etc dont want inform their kids lvjihahd other jihahds what will the kids their friends will think are denial jihahd are earning their crumbs from jihahdis are permanently passive state waiting for shivajis rebirth,election,English
there are rafale what modi kill terrorists air strike pappu make more rafale with paper and fly them lok sabha,election,English
why such desperation when the ⁦ comfortably leading the race modi didn’ even consult election commission before ‘mission shakti’ address,election,English
modi has nothing offer his whole politics revolving around pakistan and focus the internal issues india bashing opponents with the stick nationalist rhetoric,election,English
sir apke jaise log economics padhke ate nahi aur bak bak karte avg gdp india 0414 was avg gdp india 1419 bolo kya ghanta economy badhi point no2 manmohan time inflation rupee was during his period modi time yrs,election,English
the pile happened during 2006 2011 period which was brushed under the carpet the great economists ruling our country visible efforts for recovery but loans mounted around lakh crore when modi took over,election,English
"indias longest river bridge
indias longest rail road bridge
all these assam thanks the decisive leadership modi
badalta assam naya assam",election,English
ahem ahem  bibi ayyub enjoying this tweet har baar bas modi sarkar,election,English
why orope was not introduced during 2014 since modi has saved some money you want squander giving less than 1000 rupees per person not great proposal create jobs instead,election,English
are also resolved indian terrorists who was pellet gun such cannot killings humanity are occupied blooded will human rights violations hadnt after deadliest years just shame modi,election,English
congratulations modi and team india,election,English
bhai will next india nda get clear majority earlier was also gujarat when modi was gujarat best luck advance for new and great innings will retired may president india  ू्,election,English
good know you delhiplease arrange meeting with modi shah yogiplease take interview atleast any one themyou are the best anchor the world,election,English
democracy india has been firmly established itselfif any narendra modi tries harm democracy india the people india will show him the door,election,English
watch narendra modi confesses his role gujarat massacre youtube,election,English
brazen ideas modi,election,English
very bad upa,election,English
remember the jawan who complained about miserable food offered them and was later turned out from army hes now said fighting elections against from wants expose him,election,English
are dakkan manmohan singh govt did not have the balls give goahead for this operation takes guts this and modi has shown that you will always remain dakkan only,election,English
india feels narendra modi failed create jobs yet 64pc india feels will reelected may,election,English
should vote modi for data revolution cost india against and zimbabwe,election,English
dont make cry show and allow the university disclose details dont fight why are they fighting whats the big secret didnt see modi college scene the new movie trailer either,election,English
commodi modi velit autem epcot magickingdom,election,English
this slap,election,English
great very nice fan opens modithemed cafe tamil nadus thoothukudi,election,English
’ taken measures set chowkidar space says modi – india live,election,English
"our state bjp gen secty young dynamic leader shri tejasvi surya candidate from bengaluru south its very good news this early morning this can happen only bjp thanks central leadership team for the best choice
narendra modi",election,English
request our honourable modi sir take some strict action against such corrupted lawyers and judges,election,English
will always support narendra modi very honest person,election,English
doesnt mean modis rahuls way highway for way whatever irrelevant way one choosesbecause the country 132 people now risen unstoppable raghuram rajan,election,English
londons westminster magistrate court rejects bail application nirav modi next date hearing april,election,English
congress denied cause they didnt have money but are promising the moon poor modi ran welfare schemes well development,election,English
lets start off with messy one this week trailer reaction narendra modi,election,English
that’ such stupid lie the are not even bothering count the pine trees modi had bit decency would thank imran khan for returning capt abhinandan safe and sound,election,English
established nehru time flying modi time,election,English
"jai hind jai maa bharti
pls give chance for campaign your election listen song for modi",election,English
haha you are wrong would aredra modi,election,English
all the best sir are with fir baar modi sarkar,election,English
tulsi gabbard progressive she loves the radical hindu leadership hindu radicals terrorize the muslim minority systematically kashmir and all over india under modis bjp majority,election,English
comparing modi with other candidates like rahul gandhi mamta benerji maayawati etc find narendra modi far much better than others,election,English
nothing can come between modi and good preelection show not even moral code conduct read,election,English
die hard fans these muslims because they have money the same way modi fan saudi arabia because have oil,election,English
todaywhen was coming bus the way talked man because his unfinished knowledgehe was criticizing modi after conversation min told him about all efforts present government convinced him feeling very proud,election,English
was talking about rahul gandhi aur narendra modi aur atal bihari how you know crooks,election,English
modi floundering due his arrogance rahul gandhi,election,English
here are 200 reasons vote modi fragile five fastest growing economy india 11th,election,English
yes true india big country and indias democracy much bigger then hate bjp rss india still alive and belives love peace prosperity india does not belives jumlebazi lies bjp modi rss ideology 2019 loksabha elections indian ppl will teach bjp,election,English
this shameless wretch narinder modi has been looting and using nations wealth for his own publicly election commission look into urgency modis address nation fortnight before lok sabha polls,election,English
this surely the impact increasing international ties india thanks all who work behind the scenes for such impacts billionaire jeweller nirav modi denied bail london,election,English
"thank cry mch friend this time for all patriotics good people com aid nation come vote for lotus bring modi circar phir baar 2019
bhaarath maatha jai",election,English
modi should again all are bjp workers says rajasthan governor kalyan singh sparks row,election,English
his 40s and mamta her 50s what the problem calling small boy modi citizen who changing his name due 20yrs younger than him now modi has ran out gujarat fearing defeat from the small bou,election,English
shahmodi what else they can,election,English
why modi taking credit for this,election,English
they will reopen his legal cases messed with modi biopic lol,election,English
modi for indian border security,election,English
hahaha yeah the dim highly intellect lol thats why modi won champions the earth award and many others,election,English
congress comes power foreigners will come work our factories and indians will enjoy home rahul offering 72000 unemployed,election,English
rahul bro work hard and defeat terrorist modi,election,English
new video aaj tak chaiwala modis campaign reach railways tea served main bhi chowkidar cups,election,English
amit shah known corrupt cookie every minute the day making corruption loot with modi’ connivance,election,English
proud have modi sir,election,English
sir vote goes modi,election,English
"krkyou are amuch better person than the regular bollywood wallahsyou reviews are vwry honesti follow all ykur reviews
but then dont poke your nose abusing modipaise gaali dene kaam band kar dootherwise you will loose your fan base",election,English
yes the reason saffron tertorism corrupt and terrorist prime minister modi who did blood bath gujrat kashmir and pulwama,election,English
all opposistion leaders agenda degrade indias achievemnet because the credit going dynamic leadership narender modi,election,English
while there are many achievements modi during last years but strong lesson pakistan has been liked entire nation this will prove decisive modis favour ensuing elections,election,English
because she supports modi,election,English
did modi kill our people pressing the wrong button,election,English
how would capability become reality without using testing technology only can analyse its effect scope improvement how modi hate has made harvard graduate illiterate that not able understand between theory practical,election,English
seems modi forget this what wants this,election,English
modi has already delivered money farmers bank account and your pappu delivering unachievable dream one bird hand better than two bush the way what happened your promise 10000 per month for unemploymed youth and farmers loan waiver,election,English
they are anti modi working defeat him,election,English
"all nirav modi assets are being one one auctioned arts collection crores and his bunglow bombay demolished
nirav modi london prison his art under mumbai hammer recovers 548 crore india news the indian express via",election,English
the domestic helps area agree that modi has done wonders especially with the housing loans and the cylinders but they also say that caste equations may play game,election,English
"the suit was later sold the highest bidder laljibhai patel diamond baron and private airline owner based surat gujarat for astounding 431 crore
the money generated from the auction went for modis ambitious ‘clean ganga mission’",election,English
dont blame any person without knowledge and proof firstly show your sincerity and guts and take responsibility than talk about others feel proud because our honorable prime minister sri narendra modi,election,English
please let the little kid know about modis 2014 poll promise crores jobs per year lakhs every bank account,election,English
"there still difference the action govt pakistani prime minister took notice and issued appropriate orders while indian govt enjoying the fun are getting intel more false flag operation modi goons blame pak
can you check out
modi desperate for war",election,English
pls priyanka gandhi contest from varanasi defeat modi will immense pleasure for this battle,election,English
excited for the show esp with these fab actors the modi movie trailer seemed kinda underwhelming but this show’ trailer looked superior,election,English
juvenile the same note modis theatric speech was headache,election,English
every chamcha wants debate with narendra modi will any chamcha repeat any chamcha agree for debate with not then just stfu narendra modi doesnt have glorify you giving you his time,election,English
िा ोे ु ो ोी े िा ाेाे अपने ी े े ी िा ़े । should keep mind that modi the prime minister our country have elected him needs our support while going against modi and bjp please dont against the country,election,English
modi the best india declared unesco,election,English
see the faces the opposition particularly after the air strikes the same leaders who energetically talked against modi humiliating and ridiculing him several occasions have become silent lot,election,English
"i have many vcs reaching out to me, didn't really consider investment as of yet but was always curious what the best way to evaluate them would be.

🧵 asked chatgpt, gave me these 👇

thoughts? any extra to add?

#vc #venturecapital #chatgpt #gpt4 #startups #generativeai",AI,English
"@josephsirosh, wanted to extend a personal invite to our #generativeai launch event where i'll share how #ai is transforming the world's top brands. would love to hear your take! more info here: https://t.co/br34garj0q",AI,English
"breaking, adobe is entering the generative ai game with firefly. 

https://t.co/tsmqmliszz 

🧵 let’s see some early examples #generativeai https://t.co/svlel9kmbd",AI,English
"1. #generativeai is truly an amazing technology that has the potential to revolutionize many industries. i, however, am concerned that a #deadweb is coming where most of the content online is generated by ai, and the web becomes inauthenticity and homogenous. https://t.co/gbt9qm1uyk",AI,English
"@mar3_ai #mar3ai #generativeai done..🔥 🚀

@lightofdayz 
@bookworm_24 @krrishna_08",AI,English
"with so much hype around #generativeai and #artificialintelligence in general, how can #digitalmarketers keep up? adage is compiling a round up of the latest launches and news. a good page to bookmark.
https://t.co/dupqvhfevb",AI,English
"@sirtrollingtonn here are the images you requested, courtesy of #stablediffusion.
please retweet &amp; ♥️ if you enjoyed these images. #generativeai, #generativeart, #aiart, #promptsharing https://t.co/j5ap17fwaf",AI,English
"what problems might #generativeai pose for the #privacy of the average internet user? the answer, according to experts, is largely a matter of how these bots are trained and how much we plan to interact with them. https://t.co/sihdk42bkz",AI,English
"""how americans view emerging uses of #ai""

=&gt; 31% see #generativeai for images as a major advance

=&gt; 59% see predicting proteins as a major advance

=&gt; 16% see conversational ai (#chatgpt) as a major advance

https://t.co/cmnl0bmkru https://t.co/shvqdkzazu",AI,English
enterprise companies and generative ai: just looking? - techcrunch https://t.co/cdazker6vy #gai #generativeai,AI,English
"felix is a orange house cat who has been studying magic for many years to pass an upcoming exam. he is determined and wi...
https://t.co/wekhhmj8bt

#summonworlds #generativeai #dnd #dungeonsanddragons #dungeons_and_dragons https://t.co/5sdn5giv5s",AI,English
"'he would still be here': man dies by suicide

after talking with #ai #chatbot, widow says

https://t.co/ykbu2zgyce #fintech #artificialintelligence #machinelearning #deeplearning #generativeai #regulation @chloexiang @vice @paula_piccard @ipfconline1 @julez_norton @kalydeoo…",AI,English
"here is what #ai thinks of our tweets! thank you for the #generativeai twitter profile and our original ""salvador dali"", @gpttwitbot.✌️ https://t.co/vurnmjiy33",AI,English
@sundarpichai tweeting the video we created using phenaki! #googleai #phenaki #generativeart #generativeai,AI,English
"post of the day: christian schloegel , chief digital officer of our investor körber ag shares his view how #generativeai will change the game for many industries.

if you wonder how to explore the impact and opportunities for your…https://t.co/op0oq7alcu https://t.co/nvqbafojzi",AI,English
"canva targets business users with generative ai-powered tools https://t.co/xhz6hprbly #ai #ai,mlanddeeplearning #canva #generativeai",AI,English
"in case you missed it, chatgpt was banned in italy over privacy concerns, making it the first western country to block this advanced #ai technology. https://t.co/lxekyanvis

#dataprivacy #generativeai https://t.co/sjqcy0fvli",AI,English
"ai can eliminate mundane work like sketching backgrounds for portrait photos, while #code-generating #ai can reduce the amount of repetitive #coding a #programmer has to finish. 

#generativeai is already supercharging the workflows of the white-collar workforce.

#chatgpt https://t.co/8zkmnfi8zb",AI,English
"autogpt is an experimental, open-source python application that uses gpt-4 to act autonomously. this means that auto-gpt can perform a task with little human intervention, and can self-prompt...🚀

#thedigitalcoach #generativeai #autogpt",AI,English
"exciting times ahead for generative #ai enthusiasts! in 2022, major players like meta, microsoft, and google made significant advancements in ai. as we look forward, discover the future of generative ai in 2023: https://t.co/itbzsddoyz 

#usaii  #generativeai #ai #chatgpt #gpt4 https://t.co/lwajmf76ql",AI,English
exciting news in a.i. - chatgpt is helping redefine the scope of work with generative ai technology. #generativeai https://t.co/v2fdo9wevj,AI,English
"rt via ipfconline1 
rt @tewoz: les dérives possibles de l'ia générative...
super article ! 👋@hebiflux @nincoroby @enjoydigitall @dassoniou 

https://t.co/uxs4bpyah7

 #generativeai 

#datascience 
#artificialintelligence #machinelearning #digitaltransformation 
#iot",AI,English
"it's the #generativeai arms race and @ai21labs has just released its latest model, jurassic-2. @ricmac spoke to co-founder @origoshen about how its large language model strategy differs from openai and cohere. https://t.co/cm3zvjkmjr",AI,English
exciting to see a leading supplier of images embrace generative ai with chatgpt. a reminder that staying ahead of the curve can be the difference between success and being left behind #generativeai #chatgpt https://t.co/t7cqfkwvlj,AI,English
"kognitos @kognitos_inc raises $6.75 million in seed round

#ai #generativeai for #businessautomation #seedround for the expansion of its cloud-based koncierge platform #funding
https://t.co/dnq0svbult",AI,English
"cerebral valley ai |  i just subscribed to newcomer https://t.co/rnbpuaqxgb 
#generativeai #artificalintelligence #siliconvalley #cerebralvalley",AI,English
"build #generativeai apps without writing code with https://t.co/ehurvngmpd 

for example https://t.co/ituxyngmvw is an app that generates a story with illustration",AI,English
disruptive or flawed innovation? #generativeai #realestate https://t.co/er7f6grgmw https://t.co/ht77bbjdoa,AI,English
"@dacryptocom $kit, with #generativeai 🤖",AI,English
#microsoft 365 copilot is what i am really looking forward to using to leverage #generativeai https://t.co/jxfmfxhskp,AI,English
"from #generativeai applications in #llms to imaging, see the latest implementations of ai in biology, medical devices, and imaging to unlock efficiencies and accelerate time to market. march 20-23, 2023. register free. https://t.co/wjdext7eaj https://t.co/vrpmqtde2g",AI,English
"üretken yapay zeka (#generativeai) ile yapılmış mimari tasarımları gördükten sonra @sequoia’nın dizayn partneri james @buckhouse’ın ai kısaltmasına getirdiği yeni tanıma denk geldim: 

“artırılmış hayal gücü” #augmentedimagination💯 #ai",AI,English
"for customers to innovate with #ai, we believe they also need the best-supporting tech—that’s why we're working with @nvidia to help companies accelerate #generativeai and other modern ai workloads in a cost-effective, scalable, and sustainable way ↓ https://t.co/okdho1gvnu",AI,English
"demon razal

https://t.co/srellyd2hf 출처 @opensea 
#collection #crypto #bitcoincash #digitalart #collectibles #nfts #girlstribe #nft #nftart #generativeai #bitcoin #art #artchivist #generativeart #nonfungible #arts",AI,English
"as #chatgpt  and other #generativeai #artificialintelligence programs infiltrate #workplaces, white-collar jobs are transforming the fastest https://t.co/ehnzylgvzy a través de @wsj",AI,English
"@edithbrou je travail sur sur des sneakers grâce à l'ia comme outils de co-création. 
#generativeai https://t.co/6mn9nqpyml",AI,English
"how generative #ai can hurt #cloud operations

https://t.co/i1oe03waww

@infoworld @davidlinthicum #tech #it #cloudcomputing #digital #innovation #generativeai #openai #chatgpt #artificialintelligence #leadership #leaders #cio #cto #cdo #cloudops #itops https://t.co/tiybc8iorw",AI,English
"remember this controversy from last summer? 

it was our heads-up for the #generativeai cambrian explosion 3 months later in november 2022.

what other signals are we missing today? for:

ai
blockchain
quantum
etc...?",AI,English
"pc mag: a recent survey asked people to predict how they’ll find internet-based information in the future, and ai chatbots bested search engines by a wide margin.
https://t.co/ygws03eozc #generativeai",AI,English
amazon web services (aws) #generativeai #ai #ml immersion day 👍 #inventandsimplify #munich #berlin https://t.co/fmb4pxvioq,AI,English
"winter in paradise island

#ai #generativeai #superheroine #wonderwoman #paradiseisland 
https://t.co/omccwpl2ex https://t.co/zpsc1ph0ii",AI,English
"register for our top #gtc23 conversational ai sessions to learn about the latest #speechai, #nlp, and #llm advancements including how #generativeai is transforming every industry. register now: https://t.co/i91dklgxr3 https://t.co/do5vvzwnwi",AI,English
"nvidia and @googlecloud are teaming up to integrate nvidia's new inference platform for #generativeai into google cloud's vertex ai service, making the just-announced nvidia l4 tensor core gpu available to customers. #gtc23 https://t.co/sqhzhvydmj",AI,English
"the dark side of #generativeai and #chatgpt-type platforms, (further) democratization of trolling and misinformation... https://t.co/wyryopyun7",AI,English
"1/ 🚀 memoji on steroids: this ai model can reconstruct 3d avatars from videos
quick read: https://t.co/dcfqopetgc
#artificialintelligence #generativeai https://t.co/kvjyle8jjf",AI,English
"could future war crimes be blamed on artificial intelligence, if we don't have a proper debate on the ethics of developing &amp; using ai? 
been talking to @malfletcher on @twruk... https://t.co/z7rznunkde

#generativeai #chatgpt #ethics #ai",AI,English
"if you want to see what ai can do to elevate your #marketing game, check this post out. all text and images were created by #generativeai. the #creative possibilities are limited only by your imagination! https://t.co/ncg4xet34z",AI,English
"focal point #11 — fxhash https://t.co/vvpepmxp5e

find it on secondary market on fxhash!
https://t.co/d62le3otpw

#nft #nftart #art #minimal #generativeart #gallery #painting #artists #abstract #abstractart #generativeai #fxhash #suprematism #fxhash #tezos #crypto #nfts https://t.co/smjui5ksgy",AI,English
@dialpad to add new #generativeai to its ai-powered customer intelligence platform https://t.co/ymmvuv7lu7 #crm #cctr #contactcenter #custserv #customerservice #cx #sales,AI,English
"why i did not use 2k+ dall·e free credits 
and donated them to an ai artist
https://t.co/mpjugnoflc 
#art #aiart #machinelearning #mlsogood #artificialintelligence #mlart #generativeai 
#aiartgenerator #ai #vr #iot #digitalart #generativeart #midjourney #dalle2 #stablediffusion",AI,English
"#generativeai has caused consternation among #artists, who fear their work is being used to supply the powerful #neuralnetworks with a library from which it might pull. now the artists—and the companies that host their work—are starting to fight back. https://t.co/cv7dbr27fs #art",AI,English
"""generative ai in all its forms must be closely monitored by p&amp;c insurers, and governments and the business world must develop the right regulatory/governing framework for ai."" 

check out this great new blog from @markbreading for more. #chatgpt #generativeai #insurance",AI,English
"which email title would you be more likely to click? 

#aiart #aiartcommunity #generativeai",AI,English
"kickstarting your day with some purse inspiration. ☕️ 💜

share your version! 👜

using /describe
1️⃣ upload the image
2️⃣ select 4 suggested text-prompts
3️⃣ try generating new images based on the prompts 👝

#fashion #ai #luxurybags #generativeai https://t.co/krtw0gglmx",AI,English
"ho ho ho! i made chatgpt plan my christmas | by thomas germain | gizmodo

https://t.co/4p9u6q3xet

#genai #generativeai #ai #openai #chatgpt #sbf #christmas #carol #planning #holiday #spirit #slideshow #tech https://t.co/ioebp9xstb",AI,English
"microsoft to demo its new chatgpt-like ai in word, powerpoint, and outlook soon https://t.co/kz3rjbkesn via @verge #generativeai https://t.co/q1wtswsa7t",AI,English
"la nouvelle initiative de @epicgames s'appelle @fab et promet d'être la plus grande place de marché pour vendre des créations numériques https://t.co/mhwa9lqnhu 
#gaming #creator #economy #ia #generativeai",AI,English
"don’t buy the ‘make something wonderful’ steve jobs book on ebay, because the book is free
https://t.co/fso2nms5mp

#techbase #techbasenigeria #techbaseng #techfeedng #stevejobs #ebay #generativeai #cryptotwitter #microsoft #ios17 https://t.co/c00y2uaqds",AI,English
"ai generator photo datasets: find your image used to train ai art
https://t.co/musyxl2qxr
#architecture #architects #ai #machinelearning #data #sustainability #programming #artificialintelligence #generativeai #datadriven #future #digitalart #digitaltransformation #buildinpubli…",AI,English
